Name,PlayerId,YR,Wt,BMI,Total_TD,2PM,Total_Pts,PB,AP1,AV
Zach Zenner,ZennZa00,2015,220,29.8,0,,0,0,0,0
Zach Zenner,ZennZa00,2016,220,29.8,4,,24,0,0,4
Vince Young,YounVi00,2011,230,27.3,0,,0,0,0,3
Titus Young,YounTi00,2011,175,24.4,6,1,38,0,0,5
Titus Young,YounTi00,2012,175,24.4,4,,24,0,0,3
Darrel Young,YounDa01,2013,248,34.6,4,,24,0,0,1
Darrel Young,YounDa01,2011,248,34.6,1,,6,0,0,1
Darrel Young,YounDa01,2014,248,34.6,5,,30,0,0,1
Darrel Young,YounDa01,2012,248,34.6,2,,12,0,0,2
Darrel Young,YounDa01,2015,248,34.6,0,,0,0,0,0
T.J. Yeldon,YeldT.00,2015,221,28.4,3,,18,0,0,7
T.J. Yeldon,YeldT.00,2016,221,28.4,2,,12,0,0,5
T.J. Yates,YateT.00,2011,210,27,0,,0,0,0,3
Shane Wynn,WynnSh00,2016,166,26.8,0,,0,0,0,0
Devon Wylie,WyliDe00,2012,187,27.6,0,,0,0,0,0
Tim Wright,WrigTi01,2015,220,26.8,2,,12,0,0,1
Tim Wright,WrigTi01,2013,220,26.8,5,,30,0,0,5
Tim Wright,WrigTi01,2014,220,26.8,6,,36,0,0,3
Kendall Wright,WrigKe01,2013,194,27.8,2,,12,0,0,9
Kendall Wright,WrigKe01,2016,194,27.8,3,,18,0,0,4
Kendall Wright,WrigKe01,2014,194,27.8,6,,36,0,0,5
Kendall Wright,WrigKe01,2012,194,27.8,4,,24,0,0,5
Kendall Wright,WrigKe01,2015,194,27.8,3,,18,0,0,3
Jarius Wright,WrigJa02,2014,182,26.1,2,,12,0,0,5
Jarius Wright,WrigJa02,2012,182,26.1,2,,12,0,0,3
Jarius Wright,WrigJa02,2015,182,26.1,0,,0,0,0,5
Jarius Wright,WrigJa02,2013,182,26.1,3,,18,0,0,4
Jarius Wright,WrigJa02,2016,182,26.1,1,,6,0,0,1
James Wright,WrigJa03,2014,203,26.1,0,,0,0,0,1
James Wright,WrigJa03,2016,203,26.1,0,,0,0,0,1
Robert Woods,WoodRo02,2013,201,26.5,3,1,20,0,0,4
Robert Woods,WoodRo02,2016,201,26.5,1,,6,0,0,6
Robert Woods,WoodRo02,2014,201,26.5,5,1,32,0,0,5
Robert Woods,WoodRo02,2015,201,26.5,3,,18,0,0,5
Danny Woodhead,WoodDa02,2012,200,29.5,7,,42,0,0,7
Danny Woodhead,WoodDa02,2013,200,29.5,8,,48,0,0,9
Danny Woodhead,WoodDa02,2011,200,29.5,1,2,10,0,0,5
Danny Woodhead,WoodDa02,2015,200,29.5,9,,54,0,0,7
Cierre Wood,WoodCi00,2013,213,29.7,0,,0,0,0,0
Jason Witten,WittJa00,2016,257,30.5,3,,18,0,0,7
Jason Witten,WittJa00,2011,257,30.5,5,,30,0,0,8
Jason Witten,WittJa00,2014,257,30.5,5,,30,1,0,8
Jason Witten,WittJa00,2012,257,30.5,3,,18,1,0,8
Jason Witten,WittJa00,2015,257,30.5,3,,18,0,0,4
Jason Witten,WittJa00,2013,257,30.5,8,,48,1,0,8
Jameis Winston,WinsJa00,2016,232,28.2,1,,6,0,0,12
Jameis Winston,WinsJa00,2015,232,28.2,6,,36,1,0,13
Glenn Winston,WinsGl00,2014,220,29,0,,0,0,0,0
Kellen Winslow,WinsKe01,2011,254,30.9,2,2,16,0,0,6
Kellen Winslow,WinsKe01,2013,254,30.9,2,,12,0,0,3
George Winn,WinnGe00,2015,218,30.4,0,,0,0,0,0
George Winn,WinnGe00,2014,218,30.4,0,,0,0,0,0
Russell Wilson,WilsRu00,2012,203,28.3,4,,24,1,0,16
Russell Wilson,WilsRu00,2015,203,28.3,1,,6,1,0,19
Russell Wilson,WilsRu00,2013,203,28.3,1,,6,1,0,16
Russell Wilson,WilsRu00,2016,203,28.3,2,,12,0,0,14
Russell Wilson,WilsRu00,2014,203,28.3,6,,36,0,0,19
Marquess Wilson,WilsMa02,2013,194,24.2,0,,0,0,0,0
Marquess Wilson,WilsMa02,2014,194,24.2,1,,6,0,0,1
Marquess Wilson,WilsMa02,2015,194,24.2,1,,6,0,0,4
Kris Wilson,WilsKr00,2011,250,31.2,0,,0,0,0,0
David Wilson,WilsDa01,2012,205,29.4,6,,36,0,0,4
David Wilson,WilsDa01,2013,205,29.4,1,,6,0,0,1
Albert Wilson,WilsAl02,2014,200,29.5,0,,0,0,0,3
Albert Wilson,WilsAl02,2015,200,29.5,2,,12,0,0,5
Albert Wilson,WilsAl02,2016,200,29.5,3,,18,0,0,3
Luke Willson,WillLu00,2014,252,29.9,3,,18,0,0,4
Luke Willson,WillLu00,2015,252,29.9,1,,6,0,0,2
Luke Willson,WillLu00,2013,252,29.9,1,,6,0,0,3
Luke Willson,WillLu00,2016,252,29.9,2,,12,0,0,1
Matt Willis,WillMa00,2011,185,25.8,1,,6,0,0,2
Matt Willis,WillMa00,2012,185,25.8,0,,0,0,0,1
Tyrell Williams,WillTy00,2016,205,25,7,,42,0,0,9
Terrance Williams,WillTe01,2015,208,26.7,3,,18,0,0,5
Terrance Williams,WillTe01,2013,208,26.7,5,1,32,0,0,7
Terrance Williams,WillTe01,2016,208,26.7,4,,24,0,0,6
Terrance Williams,WillTe01,2014,208,26.7,8,,48,0,0,7
Stephen Williams,WillSt01,2013,199,23.6,0,,0,0,0,0
Ryan Williams,WillRy00,2012,205,29.4,0,,0,0,0,1
Roy Williams,WillRo04,2011,210,25.6,2,,12,0,0,4
Ricky Williams,WillRi00,2011,226,32.4,2,,12,0,0,4
Nick Williams,WillNi02,2013,184,26.4,0,1,2,0,0,0
Nick Williams,WillNi02,2015,184,26.4,2,,12,0,0,1
Mike Williams,WillMi03,2011,229,27.2,1,,6,0,0,2
Mike Williams,WillMi04,2013,204,26.2,2,,12,0,0,2
Mike Williams,WillMi04,2011,204,26.2,3,,18,0,0,6
Mike Williams,WillMi04,2014,204,26.2,1,,6,0,0,1
Mike Williams,WillMi04,2012,204,26.2,9,,54,0,0,9
Michael Williams,WillMi06,2015,269,31.1,0,,0,0,0,0
Maxx Williams,WillMa04,2015,250,30.4,1,,6,0,0,2
LaQuan Williams,WillLa01,2011,200,27.1,0,,0,0,0,0
LaQuan Williams,WillLa01,2012,200,27.1,0,,0,0,0,0
Kyle Williams,WillKy01,2011,185,26.5,3,,18,0,0,3
Kyle Williams,WillKy01,2012,185,26.5,1,,6,0,0,2
Kyle Williams,WillKy01,2013,185,26.5,0,,0,0,0,1
Kerwynn Williams,WillKe05,2014,196,29.8,0,,0,0,0,1
Kerwynn Williams,WillKe05,2015,196,29.8,1,,6,0,0,1
Kerwynn Williams,WillKe05,2016,196,29.8,2,,12,0,0,1
Keiland Williams,WillKe03,2011,225,31.4,2,,12,0,0,2
Keiland Williams,WillKe03,2012,225,31.4,0,,0,0,0,0
Karlos Williams,WillKa01,2015,225,29.7,9,,54,0,0,4
Jonathan Williams,WillJo07,2016,220,30.7,1,,6,0,0,1
Eddie Williams,WillEd00,2011,235,31,0,,0,0,0,0
DeAngelo Williams,WillDe02,2016,210,31.9,6,,36,0,0,3
DeAngelo Williams,WillDe02,2011,210,31.9,7,,42,0,0,7
DeAngelo Williams,WillDe02,2014,210,31.9,0,,0,0,0,2
DeAngelo Williams,WillDe02,2012,210,31.9,7,,42,0,0,6
DeAngelo Williams,WillDe02,2015,210,31.9,11,1,68,0,0,9
DeAngelo Williams,WillDe02,2013,210,31.9,4,,24,0,0,10
Damien Williams,WillDa05,2014,211,29.4,1,,6,0,0,2
Damien Williams,WillDa05,2015,211,29.4,1,,6,0,0,1
Damien Williams,WillDa05,2016,211,29.4,6,,36,0,0,3
Damian Williams,WillDa04,2011,190,25.1,5,,30,0,0,4
Damian Williams,WillDa04,2012,190,25.1,0,,0,0,0,2
Damian Williams,WillDa04,2013,190,25.1,0,,0,0,0,2
D.J. Williams,WillD.00,2011,236,30.3,0,,0,0,0,0
D.J. Williams,WillD.00,2012,236,30.3,0,,0,0,0,1
D.J. Williams,WillD.00,2013,236,30.3,0,,0,0,0,0
Chris Williams,WillCh03,2014,175,26.6,1,,6,0,0,1
Chris Williams,WillCh25,2014,320,37,0,,0,0,0,2
Cadillac Williams,WillCa02,2011,217,30.3,1,,6,0,0,2
Brandon Williams,WillBr04,2014,255,31,0,,0,0,0,0
Brandon Williams,WillBr04,2015,255,31,0,,0,0,0,0
Brandon Williams,WillBr04,2013,255,31,0,,0,0,0,0
Brandon Williams,WillBr04,2016,255,31,0,,0,0,0,0
Andre Williams,WillAn00,2014,230,32.1,7,,42,0,0,4
Andre Williams,WillAn00,2015,230,32.1,1,1,8,0,0,2
Cole Wick,WickCo00,2016,257,29.7,0,,0,0,0,0
Fozzy Whittaker,WhitFo00,2015,202,29,1,,6,0,0,2
Fozzy Whittaker,WhitFo00,2013,202,29,2,,12,0,0,1
Fozzy Whittaker,WhitFo00,2016,202,29,0,,0,0,0,3
Fozzy Whittaker,WhitFo00,2014,202,29,2,,12,0,0,1
Nikita Whitlock,WhitNi01,2015,251,36,0,,0,0,0,0
Charlie Whitehurst,WhitCh02,2015,220,26.8,0,,0,0,0,0
Charlie Whitehurst,WhitCh02,2014,220,26.8,0,,0,0,0,4
Lucky Whitehead,WhitLu00,2015,163,23.4,0,,0,0,0,1
Lucky Whitehead,WhitLu00,2016,163,23.4,0,,0,0,0,1
Roddy White,WhitRo00,2011,201,26.5,8,,48,1,0,13
Roddy White,WhitRo00,2014,201,26.5,7,,42,0,0,8
Roddy White,WhitRo00,2012,201,26.5,7,,42,0,0,14
Roddy White,WhitRo00,2015,201,26.5,1,,6,0,0,4
Roddy White,WhitRo00,2013,201,26.5,3,,18,0,0,6
Myles White,WhitMy00,2013,182,24.7,0,,0,0,0,1
Myles White,WhitMy00,2015,182,24.7,1,,6,0,0,1
Johnny White,WhitJo01,2011,200,28.7,0,,0,0,0,0
Johnny White,WhitJo01,2012,200,28.7,0,,0,0,0,0
James White,WhitJa02,2016,204,30.1,5,,30,0,0,7
James White,WhitJa02,2015,204,30.1,6,,36,0,0,5
Blair White,WhitBl00,2011,205,26.3,0,,0,0,0,0
Guy Whimper,WhimGu20,2012,278,33,1,,6,0,0,3
Markus Wheaton,WheaMa00,2013,189,26.4,0,,0,0,0,1
Markus Wheaton,WheaMa00,2014,189,26.4,2,,12,0,0,6
Markus Wheaton,WheaMa00,2015,189,26.4,5,1,32,0,0,6
Ryan Whalen,WhalRy00,2012,204,26.9,0,,0,0,0,0
Griff Whalen,WhalGr00,2015,185,24.4,1,,6,0,0,2
Griff Whalen,WhalGr00,2013,185,24.4,2,,12,0,0,2
Griff Whalen,WhalGr00,2016,185,24.4,0,,0,0,0,0
Griff Whalen,WhalGr00,2014,185,24.4,0,,0,0,0,0
Terrance West,WestTe00,2016,225,32.3,6,,36,0,0,6
Terrance West,WestTe00,2014,225,32.3,5,,30,0,0,4
Terrance West,WestTe00,2015,225,32.3,0,,0,0,0,1
Chastin West,WestCh00,2011,216,28.5,2,,12,0,0,1
Charcandrick West,WestCh01,2016,205,29.4,3,,18,0,0,4
Charcandrick West,WestCh01,2014,205,29.4,0,,0,0,0,0
Charcandrick West,WestCh01,2015,205,29.4,5,,30,0,0,7
Carson Wentz,WentCa00,2016,237,28.1,2,1,14,0,0,10
Beanie Wells,WellCh00,2011,235,31,10,,60,0,0,6
Beanie Wells,WellCh00,2012,235,31,5,,30,0,0,1
Wes Welker,WelkWe00,2011,190,28.1,9,,54,1,1,17
Wes Welker,WelkWe00,2014,190,28.1,2,,12,0,0,5
Wes Welker,WelkWe00,2012,190,28.1,6,,36,1,0,15
Wes Welker,WelkWe00,2015,190,28.1,0,,0,0,0,1
Wes Welker,WelkWe00,2013,190,28.1,10,,60,0,0,8
Thomas Welch,WelcTh20,2011,306,35.4,0,,0,0,0,1
Eric Weems,WeemEr00,2012,182,27.7,0,,0,0,0,0
Eric Weems,WeemEr00,2015,182,27.7,0,,0,0,0,0
Eric Weems,WeemEr00,2013,182,27.7,0,,0,0,0,0
Eric Weems,WeemEr00,2016,182,27.7,0,,0,0,0,0
Eric Weems,WeemEr00,2011,182,27.7,0,,0,0,0,1
Eric Weems,WeemEr00,2014,182,27.7,2,,12,0,0,1
Brandon Weeden,WeedBr00,2014,221,26.9,0,,0,0,0,1
Brandon Weeden,WeedBr00,2012,221,26.9,0,,0,0,0,8
Brandon Weeden,WeedBr00,2015,221,26.9,1,,6,0,0,3
Brandon Weeden,WeedBr00,2013,221,26.9,0,,0,0,0,3
Joe Webb,WebbJo00,2013,220,26.8,0,,0,0,0,0
Joe Webb,WebbJo00,2016,220,26.8,0,,0,0,0,0
Joe Webb,WebbJo00,2014,220,26.8,0,,0,0,0,0
Joe Webb,WebbJo00,2011,220,26.8,2,,12,0,0,2
Joe Webb,WebbJo00,2015,220,26.8,0,,0,0,0,0
Reggie Wayne,WaynRe00,2013,198,26.9,2,1,14,0,0,5
Reggie Wayne,WaynRe00,2011,198,26.9,4,,24,0,0,7
Reggie Wayne,WaynRe00,2014,198,26.9,2,,12,0,0,7
Reggie Wayne,WaynRe00,2012,198,26.9,5,,30,1,0,11
Trey Watts,WattTr00,2014,190,26.5,0,,0,0,0,0
Derek Watt,WattDe00,2016,234,30,0,,0,0,0,1
Menelik Watson,WatsMe00,2014,310,36.8,0,,0,0,0,4
Ben Watson,WatsBe00,2012,255,31.9,3,,18,0,0,4
Ben Watson,WatsBe00,2015,255,31.9,6,,36,0,0,7
Ben Watson,WatsBe00,2013,255,31.9,2,,12,0,0,2
Ben Watson,WatsBe00,2011,255,31.9,2,,12,0,0,3
Ben Watson,WatsBe00,2014,255,31.9,2,,12,0,0,1
Sammy Watkins,WatkSa00,2016,211,27.8,2,,12,0,0,4
Sammy Watkins,WatkSa00,2014,211,27.8,6,,36,0,0,8
Sammy Watkins,WatkSa00,2015,211,27.8,9,,54,0,0,9
Nate Washington,WashNa00,2012,185,24.4,4,,24,0,0,5
Nate Washington,WashNa00,2015,185,24.4,4,,24,0,0,5
Nate Washington,WashNa00,2013,185,24.4,3,,18,0,0,8
Nate Washington,WashNa00,2011,185,24.4,8,,48,0,0,8
Nate Washington,WashNa00,2014,185,24.4,2,,12,0,0,4
Leon Washington,WashLe00,2013,210,31.9,0,,0,0,0,0
Leon Washington,WashLe00,2011,210,31.9,1,,6,0,0,2
Leon Washington,WashLe00,2014,210,31.9,2,,12,0,0,1
Leon Washington,WashLe00,2012,210,31.9,2,,12,1,0,2
Dwayne Washington,WashDw00,2016,221,29.2,1,,6,0,0,2
DeAndre Washington,WashDe00,2016,199,30.3,2,,12,0,0,4
Corey Washington,WashCo01,2014,200,24.3,1,,6,0,0,0
Spencer Ware,WareSp00,2016,229,32.9,5,,30,0,0,10
Spencer Ware,WareSp00,2015,229,32.9,6,,36,0,0,3
Danny Ware,WareDa00,2011,225,29.7,0,2,4,0,0,2
Danny Ware,WareDa00,2012,225,29.7,0,,0,0,0,1
Terron Ward,WardTe00,2015,201,31.5,1,,6,0,0,1
Terron Ward,WardTe00,2016,201,31.5,0,,0,0,0,1
Hines Ward,WardHi00,2011,205,27.8,2,,12,0,0,3
Derrick Ward,WardDe01,2011,233,32.5,2,,12,0,0,1
Bryan Walters,WaltBr00,2014,190,25.8,0,,0,0,0,1
Bryan Walters,WaltBr00,2015,190,25.8,1,,6,0,0,3
Bryan Walters,WaltBr00,2016,190,25.8,2,,12,0,0,2
Kevin Walter,WaltKe00,2011,221,27.6,3,,18,0,0,4
Kevin Walter,WaltKe00,2012,221,27.6,2,,12,0,0,4
Darren Waller,WallDa01,2016,242,27.3,2,,12,0,0,1
Darren Waller,WallDa01,2015,242,27.3,0,,0,0,0,0
Seneca Wallace,WallSe00,2011,196,27.3,0,,0,0,0,2
Mike Wallace,WallMi00,2015,180,24.4,2,,12,0,0,5
Mike Wallace,WallMi00,2013,180,24.4,5,,30,0,0,7
Mike Wallace,WallMi00,2016,180,24.4,4,1,26,0,0,7
Mike Wallace,WallMi00,2011,180,24.4,8,,48,1,0,10
Mike Wallace,WallMi00,2014,180,24.4,10,,60,0,0,8
Mike Wallace,WallMi00,2012,180,24.4,8,,48,0,0,7
Delanie Walker,WalkHu00,2013,241,31.8,6,,36,0,0,5
Delanie Walker,WalkHu00,2016,241,31.8,7,,42,1,0,7
Delanie Walker,WalkHu00,2011,241,31.8,3,,18,0,0,2
Delanie Walker,WalkHu00,2014,241,31.8,4,,24,0,0,6
Delanie Walker,WalkHu00,2012,241,31.8,3,,18,0,0,3
Delanie Walker,WalkHu00,2015,241,31.8,6,1,38,1,0,8
Clive Walford,WalfCl00,2016,254,30.9,3,,18,0,0,3
Clive Walford,WalfCl00,2015,254,30.9,3,,18,0,0,3
Ricky Wagner,WagnRi00,2013,308,35.6,0,,0,0,0,2
Dan Vitale,VitaDa00,2016,240,31.7,0,,0,0,0,0
Lawrence Vickers,VickLa00,2012,240,32.5,0,,0,0,0,1
Lawrence Vickers,VickLa00,2011,240,32.5,0,,0,0,0,0
Michael Vick,VickMi00,2013,215,29.2,2,,12,0,0,5
Michael Vick,VickMi00,2011,215,29.2,1,,6,0,0,13
Michael Vick,VickMi00,2014,215,29.2,0,,0,0,0,2
Michael Vick,VickMi00,2012,215,29.2,1,,6,0,0,7
Michael Vick,VickMi00,2015,215,29.2,0,,0,0,0,2
Shane Vereen,VereSh00,2012,200,28.7,4,,24,0,0,4
Shane Vereen,VereSh00,2015,200,28.7,4,,24,0,0,6
Shane Vereen,VereSh00,2013,200,28.7,4,,24,0,0,5
Shane Vereen,VereSh00,2016,200,28.7,1,,6,0,0,2
Shane Vereen,VereSh00,2011,200,28.7,1,,6,0,0,0
Shane Vereen,VereSh00,2014,200,28.7,5,,30,0,0,8
Josh Vaughan,VaugJo01,2011,232,31.5,0,,0,0,0,0
Josh Vaughan,VaugJo01,2013,232,31.5,0,,0,0,0,0
Nick Vannett,VannNi00,2016,256,29.6,0,,0,0,0,0
Hakeem Valles,VallHa00,2016,260,30.8,0,,0,0,0,0
C.J. Uzomah,UzomC.00,2015,262,31.1,0,,0,0,0,0
C.J. Uzomah,UzomC.00,2016,262,31.1,1,,6,0,0,2
Jerheme Urban,UrbaJe00,2011,212,26.5,1,,6,0,0,0
Tiquan Underwood,UndeTi00,2011,175,23.1,0,,0,0,0,0
Tiquan Underwood,UndeTi00,2012,175,23.1,2,,12,0,0,4
Tiquan Underwood,UndeTi00,2013,175,23.1,4,,24,0,0,4
Brian Tyms,TymsBr00,2013,210,26.2,0,,0,0,0,0
Brian Tyms,TymsBr00,2014,210,26.2,1,,6,0,0,1
Will Tye,TyexWi00,2016,262,33.6,1,,6,0,0,3
Will Tye,TyexWi00,2015,262,33.6,3,,18,0,0,4
Patrick Turner,TurnPa00,2011,221,26.2,1,,6,0,0,1
Michael Turner,TurnMi00,2012,237,34,11,,66,0,0,6
Michael Turner,TurnMi00,2011,237,34,11,,66,0,0,11
Landon Turner,TurnLa01,2016,325,39.6,0,,0,0,0,1
Robert Turbin,TurbRo00,2013,222,31.9,0,,0,0,0,3
Robert Turbin,TurbRo00,2016,222,31.9,8,,48,0,0,3
Robert Turbin,TurbRo00,2014,222,31.9,2,,12,0,0,4
Robert Turbin,TurbRo00,2012,222,31.9,0,,0,0,0,5
Robert Turbin,TurbRo00,2015,222,31.9,1,,6,0,0,1
Will Tukuafu,TukuWi00,2015,272,33.1,2,,12,0,0,0
Will Tukuafu,TukuWi00,2012,272,33.1,0,,0,0,0,1
Will Tukuafu,TukuWi00,2016,272,33.1,0,,0,0,0,0
Will Tukuafu,TukuWi00,2014,272,33.1,0,,0,0,0,0
Bryce Treggs,TregBr00,2016,185,25.1,0,,0,0,0,1
Laquon Treadwell,TreaLa00,2016,221,28.4,0,,0,0,0,0
Ross Travis,TravRo00,2016,235,26.5,0,,0,0,0,0
Fitzgerald Toussaint,TousFi00,2016,200,28.7,0,,0,0,0,1
Fitzgerald Toussaint,TousFi00,2015,200,28.7,0,1,2,0,0,0
Keith Toston,TostKe00,2012,210,28.5,0,,0,0,0,1
Ryan Torain,ToraRy00,2011,213,28.9,1,,6,0,0,1
Nick Toon,ToonNi00,2013,215,27.6,0,,0,0,0,1
Nick Toon,ToonNi00,2014,215,27.6,1,,6,0,0,2
Manase Tonga,TongMa00,2011,245,34.2,0,,0,0,0,0
LaDainian Tomlinson*,TomlLa00,2011,221,31.7,3,,18,0,0,5
Eric Tomlinson,TomlEr01,2016,263,30.4,0,,0,0,0,0
Mike Tolbert,TolbMi00,2011,243,35.9,10,,60,0,0,8
Mike Tolbert,TolbMi00,2014,243,35.9,0,,0,0,0,1
Mike Tolbert,TolbMi00,2012,243,35.9,7,,42,0,0,3
Mike Tolbert,TolbMi00,2015,243,35.9,4,,24,1,1,4
Mike Tolbert,TolbMi00,2013,243,35.9,7,,42,1,1,5
Mike Tolbert,TolbMi00,2016,243,35.9,1,,6,1,0,1
Levine Toilolo,ToilLe00,2014,260,28.6,2,,12,0,0,2
Levine Toilolo,ToilLe00,2015,260,28.6,0,1,2,0,0,0
Levine Toilolo,ToilLe00,2013,260,28.6,2,,12,0,0,0
Levine Toilolo,ToilLe00,2016,260,28.6,2,,12,0,0,3
Jordan Todman,TodmJo00,2015,195,28.8,0,,0,0,0,0
Jordan Todman,TodmJo00,2013,195,28.8,3,,18,0,0,2
Jordan Todman,TodmJo00,2016,195,28.8,1,,6,0,0,1
Jordan Todman,TodmJo00,2014,195,28.8,2,,12,0,0,2
Matt Tobin,TobiMa00,2016,303,35,0,,0,0,0,1
Zurlon Tipton,TiptZu01,2014,221,30,1,,6,0,0,1
Zurlon Tipton,TiptZu01,2015,221,30,0,,0,0,0,1
Taylor Thompson,ThomTa00,2013,259,29.9,1,,6,0,0,0
Taylor Thompson,ThomTa00,2012,259,29.9,0,,0,0,0,0
Juwan Thompson,ThomJu01,2016,225,31.4,1,,6,0,0,0
Juwan Thompson,ThomJu01,2014,225,31.4,3,,18,0,0,2
Juwan Thompson,ThomJu01,2015,225,31.4,0,,0,0,0,1
Deonte Thompson,ThomDe04,2015,200,27.1,0,,0,0,0,1
Deonte Thompson,ThomDe04,2012,200,27.1,0,,0,0,0,0
Deonte Thompson,ThomDe04,2016,200,27.1,2,,12,0,0,2
Deonte Thompson,ThomDe04,2013,200,27.1,0,,0,0,0,1
Chris Thompson,ThomCh03,2015,195,29.6,2,,12,0,0,3
Chris Thompson,ThomCh03,2016,195,29.6,5,,30,0,0,5
Kenbrell Thompkins,ThomKe02,2015,196,26.6,0,,0,0,0,1
Kenbrell Thompkins,ThomKe02,2013,196,26.6,4,,24,0,0,4
Kenbrell Thompkins,ThomKe02,2014,196,26.6,0,,0,0,0,2
Pierre Thomas,ThomPi00,2011,210,29.3,6,,36,0,0,8
Pierre Thomas,ThomPi00,2014,210,29.3,3,,18,0,0,5
Pierre Thomas,ThomPi00,2012,210,29.3,2,,12,0,0,6
Pierre Thomas,ThomPi00,2015,210,29.3,0,,0,0,0,1
Pierre Thomas,ThomPi00,2013,210,29.3,5,,30,0,0,9
Mike Thomas,ThomMi01,2012,187,28.4,1,,6,0,0,2
Mike Thomas,ThomMi04,2016,197,26,0,,0,0,0,0
Mike Thomas,ThomMi01,2011,187,28.4,1,,6,0,0,4
Michael Thomas,ThomMi05,2016,212,26.5,9,,54,0,0,10
Julius Thomas,ThomJu00,2013,251,30.5,12,,72,1,0,8
Julius Thomas,ThomJu00,2016,251,30.5,4,,24,0,0,2
Julius Thomas,ThomJu00,2014,251,30.5,12,,72,1,0,5
Julius Thomas,ThomJu00,2011,251,30.5,0,,0,0,0,0
Julius Thomas,ThomJu00,2015,251,30.5,5,,30,0,0,4
Devin Thomas,ThomDe02,2011,215,27.6,0,,0,0,0,0
Demaryius Thomas,ThomDe03,2013,229,28.6,14,,84,1,0,14
Demaryius Thomas,ThomDe03,2016,229,28.6,5,,30,1,0,8
Demaryius Thomas,ThomDe03,2011,229,28.6,4,,24,0,0,4
Demaryius Thomas,ThomDe03,2014,229,28.6,11,1,68,1,0,16
Demaryius Thomas,ThomDe03,2012,229,28.6,10,,60,1,0,13
Demaryius Thomas,ThomDe03,2015,229,28.6,6,,36,1,0,9
De'Anthony Thomas,ThomDe05,2015,174,25.7,2,,12,0,0,2
De'Anthony Thomas,ThomDe05,2016,174,25.7,0,,0,0,0,1
De'Anthony Thomas,ThomDe05,2014,174,25.7,2,,12,0,0,3
David Thomas,ThomDa02,2011,240,30,0,,0,0,0,0
David Thomas,ThomDa02,2012,240,30,4,,24,0,0,1
Daniel Thomas,ThomDa03,2012,225,30.5,4,,24,0,0,3
Daniel Thomas,ThomDa03,2013,225,30.5,6,,36,0,0,3
Daniel Thomas,ThomDa03,2011,225,30.5,1,,6,0,0,4
Daniel Thomas,ThomDa03,2014,225,30.5,2,1,14,0,0,2
Marcus Thigpen,ThigMa00,2013,193,28.5,1,,6,0,0,1
Marcus Thigpen,ThigMa00,2014,193,28.5,1,,6,0,0,1
Marcus Thigpen,ThigMa00,2012,193,28.5,2,,12,0,0,2
Marcus Thigpen,ThigMa00,2015,193,28.5,0,,0,0,0,0
Adam Thielen,ThieAd00,2015,200,25,0,,0,0,0,2
Adam Thielen,ThieAd00,2016,200,25,5,,30,0,0,8
Adam Thielen,ThieAd00,2014,200,25,2,,12,0,0,1
Randall Telfer,TelfRa00,2016,242,30.2,0,,0,0,0,0
Tim Tebow,TeboTi00,2012,236,30.3,0,,0,0,0,1
Tim Tebow,TeboTi00,2011,236,30.3,6,2,40,0,0,8
Tyrod Taylor,TaylTy00,2015,221,30,4,1,26,1,0,13
Tyrod Taylor,TaylTy00,2016,221,30,6,1,38,0,0,15
Tyrod Taylor,TaylTy00,2012,221,30,1,,6,0,0,1
Stepfan Taylor,TaylSt00,2015,214,31.6,0,,0,0,0,0
Stepfan Taylor,TaylSt00,2013,214,31.6,0,,0,0,0,1
Stepfan Taylor,TaylSt00,2016,214,31.6,0,,0,0,0,0
Stepfan Taylor,TaylSt00,2014,214,31.6,4,1,26,0,0,2
Ryan Taylor,TaylRy00,2011,250,31.2,1,,6,0,0,0
Ryan Taylor,TaylRy00,2014,250,31.2,0,,0,0,0,0
Ryan Taylor,TaylRy00,2012,250,31.2,0,,0,0,0,0
Ryan Taylor,TaylRy00,2013,250,31.2,0,,0,0,0,0
Kerry Taylor,TaylKe00,2013,197,26.7,1,,6,0,0,1
Jordan Taylor,TaylJo01,2016,204,24.2,2,,12,0,0,2
Chester Taylor,TaylCh01,2011,213,29.7,1,,6,0,0,1
Golden Tate,TateGo00,2014,195,27.2,4,,24,1,0,11
Golden Tate,TateGo00,2012,195,27.2,7,,42,0,0,8
Golden Tate,TateGo00,2015,195,27.2,6,,36,0,0,7
Golden Tate,TateGo00,2013,195,27.2,5,,30,0,0,9
Golden Tate,TateGo00,2016,195,27.2,4,1,26,0,0,9
Golden Tate,TateGo00,2011,195,27.2,3,,18,0,0,3
Brandon Tate,TateBr00,2012,195,25.7,1,,6,0,0,2
Brandon Tate,TateBr00,2015,195,25.7,1,,6,0,0,1
Brandon Tate,TateBr00,2013,195,25.7,0,,0,0,0,0
Brandon Tate,TateBr00,2016,195,25.7,0,,0,0,0,2
Brandon Tate,TateBr00,2011,195,25.7,1,,6,0,0,1
Brandon Tate,TateBr00,2014,195,25.7,1,,6,0,0,2
Ben Tate,TateBe00,2013,214,29.8,4,,24,0,0,4
Ben Tate,TateBe00,2011,214,29.8,4,,24,0,0,7
Ben Tate,TateBe00,2014,214,29.8,4,,24,0,0,2
Ben Tate,TateBe00,2012,214,29.8,2,,12,0,0,2
Phillip Tanner,TannPh00,2012,213,28.9,0,,0,0,0,1
Phillip Tanner,TannPh00,2013,213,28.9,1,,6,0,0,0
