Name,PlayerId,YR,Wt,BMI,Total_TD,2PM,Total_Pts,PB,AP1,AV
Richard Gordon,GordRi00,2014,262,32.7,0,,0,0,0,0
Richard Gordon,GordRi00,2011,262,32.7,0,,0,0,0,0
Richard Gordon,GordRi00,2012,262,32.7,1,,6,0,0,0
Melvin Gordon,GordMe00,2016,207,27.3,12,,72,1,0,10
Melvin Gordon,GordMe00,2015,207,27.3,0,,0,0,0,5
Josh Gordon,GordJo02,2014,220,26.8,0,,0,0,0,2
Josh Gordon,GordJo02,2012,220,26.8,5,,30,0,0,6
Josh Gordon,GordJo02,2013,220,26.8,9,,54,1,1,11
Marquise Goodwin,GoodMa00,2016,183,27,3,,18,0,0,4
Marquise Goodwin,GoodMa00,2013,183,27,3,,18,0,0,2
Marquise Goodwin,GoodMa00,2014,183,27,0,,0,0,0,0
Mike Goodson,GoodMi00,2012,195,27.2,1,,6,0,0,3
Richard Goodman,GoodRi00,2012,192,26,0,,0,0,0,0
Richard Goodman,GoodRi00,2011,192,26,1,,6,0,0,1
Tony Gonzalez,GonzTo00,2013,251,29.8,8,1,50,1,0,7
Tony Gonzalez,GonzTo00,2011,251,29.8,7,,42,1,0,8
Tony Gonzalez,GonzTo00,2012,251,29.8,8,,48,1,1,10
Anthony Gonzalez,GonzAn00,2011,193,26.2,0,,0,0,0,0
Brittan Golden,GoldBr00,2013,186,25.9,0,,0,0,0,1
Brittan Golden,GoldBr00,2015,186,25.9,0,,0,0,0,0
Brittan Golden,GoldBr00,2016,186,25.9,1,,6,0,0,1
Jared Goff,GoffJa00,2016,210,25.6,1,,6,0,0,-2
Mike Glennon,GlenMi00,2013,225,25.3,0,,0,0,0,7
Mike Glennon,GlenMi00,2014,225,25.3,0,,0,0,0,4
Chris Givens,GiveCh00,2013,198,27.6,0,,0,0,0,5
Chris Givens,GiveCh00,2014,198,27.6,1,,6,0,0,1
Chris Givens,GiveCh00,2012,198,27.6,3,1,20,0,0,5
Chris Givens,GiveCh00,2015,198,27.6,1,,6,0,0,2
Ted Ginn,GinnTe00,2012,178,24.8,0,,0,0,0,0
Ted Ginn,GinnTe00,2015,178,24.8,10,,60,0,0,9
Ted Ginn,GinnTe00,2013,178,24.8,5,,30,0,0,6
Ted Ginn,GinnTe00,2016,178,24.8,4,,24,0,0,6
Ted Ginn,GinnTe00,2011,178,24.8,2,,12,0,0,5
Ted Ginn,GinnTe00,2014,178,24.8,1,,6,0,0,2
Mardy Gilyard,GilyMa00,2012,187,25.4,0,,0,0,0,0
John Gilmore,GilmJo00,2011,260,31.6,1,,6,0,0,0
Crockett Gillmore,GillCr00,2015,260,30,4,,24,0,0,3
Crockett Gillmore,GillCr00,2016,260,30,1,,6,0,0,0
Crockett Gillmore,GillCr00,2014,260,30,1,,6,0,0,1
Mike Gillislee,GillMi00,2015,208,29,3,,18,0,0,2
Mike Gillislee,GillMi00,2016,208,29,9,,54,0,0,4
Garry Gilliam,GillGa01,2016,303,35,0,,0,0,0,7
Brandon Gibson,GibsBr00,2013,204,27.7,3,,18,0,0,2
Brandon Gibson,GibsBr00,2011,204,27.7,1,,6,0,0,2
Brandon Gibson,GibsBr00,2014,204,27.7,1,,6,0,0,3
Brandon Gibson,GibsBr00,2012,204,27.7,5,,30,0,0,5
Toby Gerhart,GerhTo00,2012,234,31.7,1,,6,0,0,3
Toby Gerhart,GerhTo00,2015,234,31.7,0,,0,0,0,0
Toby Gerhart,GerhTo00,2013,234,31.7,2,,12,0,0,3
Toby Gerhart,GerhTo00,2011,234,31.7,4,,24,0,0,5
Toby Gerhart,GerhTo00,2014,234,31.7,2,,12,0,0,3
Clyde Gates,GateCl00,2012,189,26.4,0,,0,0,0,2
Clyde Gates,GateCl00,2013,189,26.4,0,,0,0,0,1
Clyde Gates,GateCl00,2011,189,26.4,0,,0,0,0,0
Antonio Gates,GateAn00,2012,260,31.6,7,,42,0,0,4
Antonio Gates,GateAn00,2015,260,31.6,5,,30,0,0,4
Antonio Gates,GateAn00,2013,260,31.6,4,,24,0,0,8
Antonio Gates,GateAn00,2016,260,31.6,7,,42,0,0,5
Antonio Gates,GateAn00,2011,260,31.6,7,,42,1,0,8
Antonio Gates,GateAn00,2014,260,31.6,12,,72,0,0,7
Kendall Gaskins,GaskKe00,2015,238,31.4,0,,0,0,0,1
Jimmy Garoppolo,GaroJi00,2016,226,29,0,,0,0,0,2
Jimmy Garoppolo,GaroJi00,2014,226,29,0,,0,0,0,1
Jimmy Garoppolo,GaroJi00,2015,226,29,0,,0,0,0,0
Pierre Garcon,GarcPi00,2013,210,28.5,5,,30,0,0,9
Pierre Garcon,GarcPi00,2016,210,28.5,3,,18,0,0,9
Pierre Garcon,GarcPi00,2011,210,28.5,6,,36,0,0,7
Pierre Garcon,GarcPi00,2014,210,28.5,3,,18,0,0,5
Pierre Garcon,GarcPi00,2012,210,28.5,5,,30,0,0,7
Pierre Garcon,GarcPi00,2015,210,28.5,6,,36,0,0,6
Tommy Gallarda,GallTo00,2012,262,31.1,0,,0,0,0,0
Jabar Gaffney,GaffJa00,2011,205,27,5,,30,0,0,7
Taylor Gabriel,GabrTa00,2016,167,25.4,7,,42,0,0,7
Taylor Gabriel,GabrTa00,2014,167,25.4,1,,6,0,0,4
Taylor Gabriel,GabrTa00,2015,167,25.4,0,1,2,0,0,2
Blaine Gabbert,GabbBl00,2011,235,27.9,0,,0,0,0,4
Blaine Gabbert,GabbBl00,2016,235,27.9,2,,12,0,0,0
Blaine Gabbert,GabbBl00,2012,235,27.9,0,,0,0,0,3
Blaine Gabbert,GabbBl00,2015,235,27.9,1,,6,0,0,5
Devin Funchess,FuncDe00,2015,230,27.3,5,,30,0,0,5
Devin Funchess,FuncDe00,2016,230,27.3,4,1,26,0,0,3
Will Fuller,FullWi01,2016,186,25.2,3,,18,0,0,6
Corey Fuller,FullCo00,2014,204,26.2,1,,6,0,0,2
Corey Fuller,FullCo00,2015,204,26.2,0,,0,0,0,1
Josh Freeman,FreeJo00,2012,240,27.7,0,,0,0,0,13
Josh Freeman,FreeJo00,2011,240,27.7,4,,24,0,0,8
Devonta Freeman,FreeDe00,2015,206,31.3,14,,84,1,0,11
Devonta Freeman,FreeDe00,2016,206,31.3,13,,78,1,0,15
Devonta Freeman,FreeDe00,2014,206,31.3,2,,12,0,0,4
Johnathan Franklin,FranJo01,2013,205,29.4,1,,6,0,0,1
Jalston Fowler,FowlJa00,2016,264,36.8,0,,0,0,0,0
Jalston Fowler,FowlJa00,2015,264,36.8,2,,12,0,0,0
Bennie Fowler,FowlBe00,2015,217,28.6,0,,0,0,0,1
Bennie Fowler,FowlBe00,2016,217,28.6,2,,12,0,0,1
Arian Foster,FostAr00,2012,232,31.5,17,,102,1,0,10
Arian Foster,FostAr00,2013,232,31.5,2,1,14,0,0,3
Arian Foster,FostAr00,2011,232,31.5,12,,72,1,0,13
Arian Foster,FostAr00,2014,232,31.5,13,,78,1,0,10
Matt Forte,FortMa00,2015,221,29.2,7,1,44,0,0,9
Matt Forte,FortMa00,2013,221,29.2,12,1,74,1,0,15
Matt Forte,FortMa00,2016,221,29.2,8,,48,0,0,5
Matt Forte,FortMa00,2011,221,29.2,4,,24,1,0,10
Matt Forte,FortMa00,2014,221,29.2,10,2,64,0,0,12
Matt Forte,FortMa00,2012,221,29.2,6,,36,0,0,10
Justin Forsett,ForsJu00,2013,190,28.9,0,,0,0,0,1
Justin Forsett,ForsJu00,2016,190,28.9,1,,6,0,0,2
Justin Forsett,ForsJu00,2011,190,28.9,1,,6,0,0,2
Justin Forsett,ForsJu00,2014,190,28.9,8,1,50,1,0,12
Justin Forsett,ForsJu00,2012,190,28.9,1,,6,0,0,3
Justin Forsett,ForsJu00,2015,190,28.9,2,,12,0,0,4
Michael Ford,FordMi00,2013,210,30.1,0,,0,0,0,0
Jacoby Ford,FordJa01,2011,181,26.7,2,,12,0,0,3
Jacoby Ford,FordJa01,2013,181,26.7,0,,0,0,0,1
Chase Ford,FordCh00,2014,245,28.3,1,,6,0,0,2
Chase Ford,FordCh00,2013,245,28.3,0,,0,0,0,1
Nick Foles,FoleNi00,2014,244,28.9,0,,0,0,0,5
Nick Foles,FoleNi00,2012,244,28.9,1,,6,0,0,4
Nick Foles,FoleNi00,2015,244,28.9,1,,6,0,0,3
Nick Foles,FoleNi00,2013,244,28.9,3,,18,1,0,11
Matt Flynn,FlynMa00,2014,228,29.3,0,,0,0,0,0
Matt Flynn,FlynMa00,2011,228,29.3,1,,6,0,0,2
Matt Flynn,FlynMa00,2013,228,29.3,0,,0,0,0,5
Michael Floyd,FloyMi00,2013,220,27.5,5,,30,0,0,8
Michael Floyd,FloyMi00,2016,220,27.5,5,,30,0,0,4
Michael Floyd,FloyMi00,2014,220,27.5,6,,36,0,0,6
Michael Floyd,FloyMi00,2012,220,27.5,2,,12,0,0,3
Michael Floyd,FloyMi00,2015,220,27.5,6,,36,0,0,8
Malcom Floyd,FloyMa00,2014,201,23.8,6,,36,0,0,7
Malcom Floyd,FloyMa00,2011,201,23.8,5,,30,0,0,9
Malcom Floyd,FloyMa00,2015,201,23.8,3,,18,0,0,4
Malcom Floyd,FloyMa00,2012,201,23.8,5,,30,0,0,7
Cameron Fleming,FlemCa00,2016,323,38.3,0,,0,0,0,4
Cameron Fleming,FlemCa00,2014,323,38.3,0,,0,0,0,2
Cameron Fleming,FlemCa00,2015,323,38.3,0,,0,0,0,5
Coby Fleener,FleeCo00,2014,250,28.9,8,,48,0,0,7
Coby Fleener,FleeCo00,2012,250,28.9,2,,12,0,0,2
Coby Fleener,FleeCo00,2015,250,28.9,3,1,20,0,0,4
Coby Fleener,FleeCo00,2013,250,28.9,4,2,28,0,0,6
Coby Fleener,FleeCo00,2016,250,28.9,4,,24,0,0,6
Joe Flacco,FlacJo00,2013,232,26.8,1,,6,0,0,8
Joe Flacco,FlacJo00,2016,232,26.8,2,,12,0,0,9
Joe Flacco,FlacJo00,2011,232,26.8,1,,6,0,0,12
Joe Flacco,FlacJo00,2014,232,26.8,2,,12,0,0,14
Joe Flacco,FlacJo00,2012,232,26.8,3,,18,0,0,13
Joe Flacco,FlacJo00,2015,232,26.8,3,,18,0,0,5
Ryan Fitzpatrick,FitzRy00,2013,221,28.4,3,,18,0,0,9
Ryan Fitzpatrick,FitzRy00,2016,221,28.4,0,,0,0,0,5
Ryan Fitzpatrick,FitzRy00,2011,221,28.4,0,1,2,0,0,11
Ryan Fitzpatrick,FitzRy00,2014,221,28.4,2,,12,0,0,9
Ryan Fitzpatrick,FitzRy00,2012,221,28.4,1,,6,0,0,11
Ryan Fitzpatrick,FitzRy00,2015,221,28.4,2,,12,0,0,13
Larry Fitzgerald,FitzLa00,2013,225,28.1,10,,60,1,0,7
Larry Fitzgerald,FitzLa00,2016,225,28.1,6,,36,1,0,9
Larry Fitzgerald,FitzLa00,2011,225,28.1,8,,48,1,0,10
Larry Fitzgerald,FitzLa00,2014,225,28.1,2,,12,0,0,5
Larry Fitzgerald,FitzLa00,2012,225,28.1,4,,24,1,0,5
Larry Fitzgerald,FitzLa00,2015,225,28.1,9,,54,1,0,11
Jake Fisher,FishJa00,2015,299,34.5,0,,0,0,0,0
Jermichael Finley,FinlJe00,2011,240,29.2,8,,48,0,0,9
Jermichael Finley,FinlJe00,2012,240,29.2,2,,12,0,0,6
Jermichael Finley,FinlJe00,2013,240,29.2,3,,18,0,0,3
C.J. Fiedorowicz,FiedC.00,2014,265,30.6,1,,6,0,0,0
C.J. Fiedorowicz,FiedC.00,2015,265,30.6,1,,6,0,0,1
C.J. Fiedorowicz,FiedC.00,2016,265,30.6,4,,24,0,0,4
Tony Fiammetta,FiamTo00,2011,246,33.4,0,,0,0,0,0
Tony Fiammetta,FiamTo00,2013,246,33.4,0,,0,0,0,1
Josh Ferguson,FergJo02,2016,200,28.7,0,,0,0,0,1
Jerome Felton,FeltJe00,2012,246,33.4,0,,0,1,0,0
Jerome Felton,FeltJe00,2015,246,33.4,0,,0,0,0,0
Jerome Felton,FeltJe00,2013,246,33.4,0,,0,0,0,0
Jerome Felton,FeltJe00,2016,246,33.4,0,,0,0,0,1
Jerome Felton,FeltJe00,2011,246,33.4,0,,0,0,0,0
Jerome Felton,FeltJe00,2014,246,33.4,1,,6,0,0,0
Darren Fells,FellDa01,2015,281,31.7,3,,18,0,0,3
Darren Fells,FellDa01,2016,281,31.7,1,,6,0,0,1
Darren Fells,FellDa01,2014,281,31.7,0,,0,0,0,0
Daniel Fells,FellDa00,2012,252,30.7,0,,0,0,0,1
Daniel Fells,FellDa00,2014,252,30.7,4,,24,0,0,2
Daniel Fells,FellDa00,2011,252,30.7,3,,18,0,0,2
A.J. Feeley,FeelA.00,2011,225,28.1,0,,0,0,0,1
Joseph Fauria,FaurJo00,2014,259,29.2,1,1,8,0,0,1
Joseph Fauria,FaurJo00,2013,259,29.2,7,1,44,0,0,2
Kevin Faulk,FaulKe00,2011,202,30.7,0,,0,0,0,1
Anthony Fasano,FasaAn00,2013,255,31,3,,18,0,0,2
Anthony Fasano,FasaAn00,2016,255,31,2,,12,0,0,1
Anthony Fasano,FasaAn00,2011,255,31,5,,30,0,0,4
Anthony Fasano,FasaAn00,2014,255,31,4,,24,0,0,2
Anthony Fasano,FasaAn00,2012,255,31,5,1,32,0,0,3
Anthony Fasano,FasaAn00,2015,255,31,2,,12,0,0,2
Kenneth Farrow,FarrKe02,2016,219,32.3,0,,0,0,0,2
Mike Evans,EvanMi00,2014,231,27.4,12,,72,0,0,7
Mike Evans,EvanMi00,2015,231,27.4,3,,18,0,0,10
Mike Evans,EvanMi00,2016,231,27.4,12,2,76,1,0,10
Lee Evans,EvanLe00,2011,202,29,0,,0,0,0,1
Gavin Escobar,EscoGa00,2015,254,29.3,1,,6,0,0,0
Gavin Escobar,EscoGa00,2013,254,29.3,2,,12,0,0,1
Gavin Escobar,EscoGa00,2016,254,29.3,1,,6,0,0,0
Gavin Escobar,EscoGa00,2014,254,29.3,4,,24,0,0,1
Tyler Ervin,ErviTy00,2016,192,27.5,0,,0,0,0,0
Zach Ertz,ErtzZa00,2015,249,29.5,2,,12,0,0,6
Zach Ertz,ErtzZa00,2013,249,29.5,4,,24,0,0,4
Zach Ertz,ErtzZa00,2016,249,29.5,4,,24,0,0,7
Zach Ertz,ErtzZa00,2014,249,29.5,3,,18,0,0,5
Alex Erickson,EricAl01,2016,195,26.4,0,,0,0,0,1
Quincy Enunwa,EnunQu00,2015,225,28.9,0,,0,0,0,3
Quincy Enunwa,EnunQu00,2016,225,28.9,4,,24,0,0,6
Rhett Ellison,ElliRh00,2013,251,29.8,1,,6,0,0,1
Rhett Ellison,ElliRh00,2016,251,29.8,1,,6,0,0,0
Rhett Ellison,ElliRh00,2014,251,29.8,1,1,8,0,0,2
Rhett Ellison,ElliRh00,2012,251,29.8,0,,0,0,0,1
Rhett Ellison,ElliRh00,2015,251,29.8,1,,6,0,0,1
Alex Ellis,ElliAl01,2016,253,30.8,0,,0,0,0,0
Kevin Elliott,ElliKe02,2012,215,26.9,0,,0,0,0,1
Ezekiel Elliott,ElliEz00,2016,225,30.5,16,,96,1,1,16
Bruce Ellington,ElliBr00,2014,197,29.1,3,,18,0,0,1
Bruce Ellington,ElliBr00,2015,197,29.1,0,,0,0,0,1
Andre Ellington,ElliAn00,2013,199,28.6,4,,24,0,0,7
Andre Ellington,ElliAn00,2016,199,28.6,0,,0,0,0,1
Andre Ellington,ElliAn00,2014,199,28.6,5,,30,0,0,5
Andre Ellington,ElliAn00,2015,199,28.6,3,,18,0,0,3
Brody Eldridge,EldrBr00,2011,265,31.4,0,,0,0,0,0
Tyler Eifert,EifeTy00,2016,250,28.9,5,,30,0,0,3
Tyler Eifert,EifeTy00,2013,250,28.9,2,,12,0,0,4
Tyler Eifert,EifeTy00,2015,250,28.9,13,,78,1,0,6
Michael Egnew,EgneMi00,2013,252,29.9,0,,0,0,0,0
Braylon Edwards,EdwaBr00,2011,211,26.4,0,,0,0,0,2
Braylon Edwards,EdwaBr00,2012,211,26.4,1,,6,0,0,2
Armanti Edwards,EdwaAr00,2013,191,26.6,0,,0,0,0,0
Armanti Edwards,EdwaAr00,2011,191,26.6,0,,0,0,0,0
Armanti Edwards,EdwaAr00,2012,191,26.6,0,,0,0,0,1
Julian Edelman,EdelJu00,2011,198,26.9,1,,6,0,0,1
Julian Edelman,EdelJu00,2014,198,26.9,5,,30,0,0,12
Julian Edelman,EdelJu00,2012,198,26.9,5,,30,0,0,4
Julian Edelman,EdelJu00,2015,198,26.9,7,,42,0,0,7
Julian Edelman,EdelJu00,2013,198,26.9,6,2,40,0,0,9
Julian Edelman,EdelJu00,2016,198,26.9,3,1,20,0,0,11
Eric Ebron,EbroEr00,2014,250,30.4,1,,6,0,0,2
Eric Ebron,EbroEr00,2015,250,30.4,5,,30,0,0,4
Eric Ebron,EbroEr00,2016,250,30.4,2,,12,0,0,6
Jeremy Ebert,EberJe00,2013,200,27.9,0,,0,0,0,0
Marcus Easley,EaslMa00,2014,225,28.9,0,,0,0,0,0
Marcus Easley,EaslMa00,2015,225,28.9,1,,6,0,0,1
Marcus Easley,EaslMa00,2013,225,28.9,0,,0,0,0,0
Nate Eachus,EachNa00,2012,212,30.4,0,,0,0,0,0
Donteea Dye,DyexDo00,2015,195,26.4,1,,6,0,0,1
Jonathan Dwyer,DwyeJo00,2011,235,32.8,0,,0,0,0,1
Jonathan Dwyer,DwyeJo00,2012,235,32.8,2,,12,0,0,5
Jonathan Dwyer,DwyeJo00,2013,235,32.8,0,,0,0,0,2
Kris Durham,DurhKr00,2013,215,25.5,2,,12,0,0,4
Quinton Dunbar,DunbQu00,2015,201,25.8,0,,0,0,0,1
Lance Dunbar,DunbLa00,2012,191,29,0,,0,0,0,1
Lance Dunbar,DunbLa00,2016,191,29,1,,6,0,0,1
Lance Dunbar,DunbLa00,2013,191,29,0,,0,0,0,2
Lance Dunbar,DunbLa00,2014,191,29,0,,0,0,0,3
Vlad Ducasse,DucaVl20,2011,326,38.7,0,,0,0,0,0
Donald Driver,DrivDo00,2011,188,25.5,6,,36,0,0,5
Donald Driver,DrivDo00,2012,188,25.5,2,,12,0,0,1
Joel Dreessen,DreeJo00,2013,260,31.6,1,,6,0,0,0
Joel Dreessen,DreeJo00,2011,260,31.6,6,,36,0,0,3
Joel Dreessen,DreeJo00,2012,260,31.6,5,,30,0,0,3
Jim Dray,DrayJi00,2013,253,30,2,,12,0,0,2
Jim Dray,DrayJi00,2016,253,30,0,,0,0,0,0
Jim Dray,DrayJi00,2011,253,30,0,,0,0,0,0
Jim Dray,DrayJi00,2014,253,30,1,,6,0,0,2
Jim Dray,DrayJi00,2012,253,30,0,,0,0,0,0
Jim Dray,DrayJi00,2015,253,30,0,,0,0,0,0
Shaun Draughn,DrauSh00,2012,205,27.8,2,,12,0,0,2
Shaun Draughn,DrauSh00,2016,205,27.8,6,,36,0,0,3
Shaun Draughn,DrauSh00,2014,205,27.8,0,,0,0,0,0
Shaun Draughn,DrauSh00,2015,205,27.8,1,,6,0,0,2
Kenyan Drake,DrakKe00,2016,210,27.7,3,,18,0,0,2
Jack Doyle,DoylJa00,2015,254,30.1,1,,6,0,0,1
Jack Doyle,DoylJa00,2013,254,30.1,0,,0,0,0,0
Jack Doyle,DoylJa00,2016,254,30.1,5,,30,0,0,6
Jack Doyle,DoylJa00,2014,254,30.1,2,,12,0,0,1
Harry Douglas,DougHa00,2013,170,23.7,2,,12,0,0,9
Harry Douglas,DougHa00,2016,170,23.7,0,,0,0,0,2
Harry Douglas,DougHa00,2011,170,23.7,1,,6,0,0,5
Harry Douglas,DougHa00,2014,170,23.7,2,1,14,0,0,5
Harry Douglas,DougHa00,2012,170,23.7,1,,6,0,0,4
Harry Douglas,DougHa00,2015,170,23.7,2,,12,0,0,3
Early Doucet,DoucEa00,2012,211,28.6,0,,0,0,0,1
Early Doucet,DoucEa00,2011,211,28.6,5,,30,0,0,5
Demar Dotson,DotsDe00,2011,315,33.8,0,,0,0,0,2
Demar Dotson,DotsDe00,2016,315,33.8,0,,0,0,0,7
Tandon Doss,DossTa00,2011,201,25.8,0,,0,0,0,0
Tandon Doss,DossTa00,2012,201,25.8,1,,6,0,0,1
Tandon Doss,DossTa00,2013,201,25.8,1,,6,0,0,3
Phillip Dorsett,DorsPh00,2015,183,26.3,1,,6,0,0,2
Phillip Dorsett,DorsPh00,2016,183,26.3,2,,12,0,0,5
Larry Donnell,DonnLa00,2014,269,31.9,6,,36,0,0,5
Larry Donnell,DonnLa00,2015,269,31.9,2,,12,0,0,2
Larry Donnell,DonnLa00,2013,269,31.9,0,,0,0,0,0
Larry Donnell,DonnLa00,2016,269,31.9,1,,6,0,0,1
Aaron Dobson,DobsAa00,2013,210,26.2,4,,24,0,0,5
Aaron Dobson,DobsAa00,2015,210,26.2,0,,0,0,0,1
Demarcus Dobbs,DobbDe00,2012,275,31.8,0,,0,0,0,0
Demarcus Dobbs,DobbDe00,2013,275,31.8,0,,0,0,0,0
Demarcus Dobbs,DobbDe00,2014,275,31.8,0,,0,0,0,1
Kenneth Dixon,DixoKe00,2016,215,30.8,3,,18,0,0,3
Anthony Dixon,DixoAn00,2011,239,31.5,2,,12,0,0,1
Anthony Dixon,DixoAn00,2014,239,31.5,2,,12,0,0,3
Anthony Dixon,DixoAn00,2012,239,31.5,2,,12,0,0,1
Anthony Dixon,DixoAn00,2015,239,31.5,1,,6,0,0,1
Anthony Dixon,DixoAn00,2013,239,31.5,2,,12,0,0,1
Patrick DiMarco,DiMaPa00,2012,240,31.7,0,,0,0,0,0
Patrick DiMarco,DiMaPa00,2015,240,31.7,2,,12,1,0,1
Patrick DiMarco,DiMaPa00,2013,240,31.7,0,,0,0,0,0
Patrick DiMarco,DiMaPa00,2016,240,31.7,1,,6,0,0,1
Patrick DiMarco,DiMaPa00,2014,240,31.7,1,,6,0,0,1
Jarett Dillard,DillJa00,2011,185,26.5,1,,6,0,0,2
Stefon Diggs,DiggSt00,2015,195,26.4,4,,24,0,0,8
Stefon Diggs,DiggSt00,2016,195,26.4,3,,18,0,0,7
Ed Dickson,DickEd00,2011,244,29.7,5,,30,0,0,5
Ed Dickson,DickEd00,2014,244,29.7,1,,6,0,0,1
Ed Dickson,DickEd00,2012,244,29.7,0,,0,0,0,2
Ed Dickson,DickEd00,2015,244,29.7,3,,18,0,0,1
Ed Dickson,DickEd00,2013,244,29.7,1,,6,0,0,2
Ed Dickson,DickEd00,2016,244,29.7,1,,6,0,0,1
Dorin Dickerson,DickDo00,2012,230,29.5,0,,0,0,0,1
Dorin Dickerson,DickDo00,2013,230,29.5,0,,0,0,0,0
James Develin,DeveJa00,2013,251,31.4,1,,6,0,0,1
James Develin,DeveJa00,2014,251,31.4,0,,0,0,0,1
James Develin,DeveJa00,2016,251,31.4,0,,0,0,0,0
Seth Devalve,DevaSe00,2016,245,29.8,2,,12,0,0,1
A.J. Derby,DerbA.00,2016,255,31,0,,0,0,0,1
Eric Decker,DeckEr00,2012,206,25.7,13,,78,0,0,10
Eric Decker,DeckEr00,2015,206,25.7,12,,72,0,0,9
Eric Decker,DeckEr00,2013,206,25.7,11,,66,0,0,13
Eric Decker,DeckEr00,2011,206,25.7,9,,54,0,0,6
Eric Decker,DeckEr00,2014,206,25.7,5,,30,0,0,7
Skye Dawson,DawsSk00,2013,183,27,0,,0,0,0,0
Vernon Davis,DaviVe00,2013,250,31.2,13,,78,1,0,9
Vernon Davis,DaviVe00,2016,250,31.2,2,,12,0,0,5
Vernon Davis,DaviVe00,2011,250,31.2,6,,36,0,0,8
Vernon Davis,DaviVe00,2014,250,31.2,2,,12,0,0,2
Vernon Davis,DaviVe00,2012,250,31.2,5,,30,0,0,5
Vernon Davis,DaviVe00,2015,250,31.2,0,,0,0,0,2
Trevor Davis,DaviTr03,2016,188,24.8,1,,6,0,0,0
Rashied Davis,DaviRa00,2011,180,25.8,0,,0,0,0,1
Mike Davis,DaviMi01,2015,223,32.9,0,,0,0,0,1
Mike Davis,DaviMi01,2016,223,32.9,1,,6,0,0,0
Knile Davis,DaviKn00,2014,227,30.8,8,,48,0,0,6
Knile Davis,DaviKn00,2015,227,30.8,1,,6,0,0,1
Knile Davis,DaviKn00,2013,227,30.8,5,,30,0,0,3
Knile Davis,DaviKn00,2016,227,30.8,0,,0,0,0,0
Kellen Davis,DaviKe01,2012,259,29.9,2,,12,0,0,2
Kellen Davis,DaviKe01,2015,259,29.9,1,,6,0,0,0
Kellen Davis,DaviKe01,2013,259,29.9,1,,6,0,0,0
Kellen Davis,DaviKe01,2016,259,29.9,0,,0,0,0,0
Kellen Davis,DaviKe01,2011,259,29.9,5,,30,0,0,2
Kellen Davis,DaviKe01,2014,259,29.9,0,,0,0,0,0
Geremy Davis,DaviGe00,2015,219,28.1,0,,0,0,0,0
Fred Davis,DaviFr01,2011,250,31.2,3,,18,0,0,6
Fred Davis,DaviFr01,2012,250,31.2,0,,0,0,0,3
Fred Davis,DaviFr01,2013,250,31.2,1,,6,0,0,0
Drew Davis,DaviDr00,2012,205,27,1,,6,0,0,0
Drew Davis,DaviDr00,2013,205,27,2,,12,0,0,2
Drew Davis,DaviDr00,2014,205,27,0,,0,0,0,0
Austin Davis,DaviAu00,2014,221,28.4,0,,0,0,0,5
Orleans Darkwa,DarkOr00,2015,210,28.5,1,,6,0,0,1
Orleans Darkwa,DarkOr00,2016,210,28.5,2,,12,0,0,1
Orleans Darkwa,DarkOr00,2014,210,28.5,1,,6,0,0,0
Owen Daniels,DaniOw00,2011,245,30.6,3,,18,0,0,6
Owen Daniels,DaniOw00,2014,245,30.6,4,,24,0,0,5
Owen Daniels,DaniOw00,2012,245,30.6,6,,36,1,0,6
Owen Daniels,DaniOw00,2015,245,30.6,3,,18,0,0,3
Owen Daniels,DaniOw00,2013,245,30.6,3,,18,0,0,1
B.J. Daniels,DaniB.00,2015,217,30.3,0,,0,0,0,0
Chase Daniel,DaniCh00,2011,218,29.6,0,,0,0,0,0
Chase Daniel,DaniCh00,2012,218,29.6,0,,0,0,0,0
Chase Daniel,DaniCh00,2013,218,29.6,0,,0,0,0,1
Andy Dalton,DaltAn00,2012,215,27.6,4,,24,0,0,12
Andy Dalton,DaltAn00,2015,215,27.6,3,,18,0,0,13
Andy Dalton,DaltAn00,2013,215,27.6,2,,12,0,0,14
Andy Dalton,DaltAn00,2016,215,27.6,4,,24,1,0,12
Andy Dalton,DaltAn00,2011,215,27.6,1,,6,1,0,11
Andy Dalton,DaltAn00,2014,215,27.6,5,,30,1,0,11
Ryan D'Imperio,DImpRy00,2011,241,30.9,0,,0,0,0,0
Jay Cutler,CutlJa00,2012,225,28.1,0,,0,0,0,11
Jay Cutler,CutlJa00,2015,225,28.1,1,,6,0,0,12
Jay Cutler,CutlJa00,2013,225,28.1,0,,0,0,0,9
Jay Cutler,CutlJa00,2016,225,28.1,0,,0,0,0,2
Jay Cutler,CutlJa00,2011,225,28.1,1,,6,0,0,7
Jay Cutler,CutlJa00,2014,225,28.1,2,,12,0,0,11
Dominique Curry,CurrDo00,2011,227,29.1,0,,0,0,0,0
Jerome Cunningham,CunnJe00,2015,250,31.2,0,,0,0,0,1
Benny Cunningham,CunnBe01,2015,210,30.1,0,,0,0,0,3
Benny Cunningham,CunnBe01,2013,210,30.1,1,1,8,0,0,2
Benny Cunningham,CunnBe01,2016,210,30.1,0,,0,0,0,1
Benny Cunningham,CunnBe01,2014,210,30.1,4,,24,0,0,4
Jeff Cumberland,CumbJe00,2012,249,30.3,3,,18,0,0,2
Jeff Cumberland,CumbJe00,2015,249,30.3,0,,0,0,0,1
Jeff Cumberland,CumbJe00,2013,249,30.3,4,,24,0,0,3
Jeff Cumberland,CumbJe00,2014,249,30.3,3,,18,0,0,2
